"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Obesity, adolescents aged 10–19","","2022","Malaysia","Western Pacific Region","Total","","16.034313","12.625936","19.693629","",
"Obesity, adolescents aged 10–19","","2022","Malaysia","Western Pacific Region","Males","","17.494792","12.531112","23.040684","",
"Obesity, adolescents aged 10–19","","2022","Malaysia","Western Pacific Region","Females","","14.48871","9.9570058","19.455189","",
"Obesity, adolescents aged 10–19","","2022","Maldives","South-East Asian Region","Total","","11.620919","8.0112286","15.828392","",
"Obesity, adolescents aged 10–19","","2022","Maldives","South-East Asian Region","Males","","14.062934","8.5624143","20.693651","",
"Obesity, adolescents aged 10–19","","2022","Maldives","South-East Asian Region","Females","","8.8948026","4.847315","14.079484","",
"Obesity, adolescents aged 10–19","","2022","Mali","African Region","Total","","4.3207992","1.8475108","8.6286731","",
"Obesity, adolescents aged 10–19","","2022","Mali","African Region","Males","","4.0448327","0.48208204","12.404982","",
"Obesity, adolescents aged 10–19","","2022","Mali","African Region","Females","","4.6037514","2.0484624","8.2366705","",
"Obesity, adolescents aged 10–19","","2022","Malta","European Region","Total","","10.099389","6.6235863","14.371067","",
"Obesity, adolescents aged 10–19","","2022","Malta","European Region","Males","","12.419018","7.101351","19.332835","",
"Obesity, adolescents aged 10–19","","2022","Malta","European Region","Females","","7.6142959","3.7498754","12.920849","",
"Obesity, adolescents aged 10–19","","2022","Marshall Islands","Western Pacific Region","Total","","19.694805","12.175164","27.88507","",
"Obesity, adolescents aged 10–19","","2022","Marshall Islands","Western Pacific Region","Males","","20.207095","9.3989961","32.816872","",
"Obesity, adolescents aged 10–19","","2022","Marshall Islands","Western Pacific Region","Females","","19.135335","9.9050023","29.865336","",
"Obesity, adolescents aged 10–19","","2022","Mauritania","African Region","Total","","7.4184813","4.1254848","12.768479","",
"Obesity, adolescents aged 10–19","","2022","Mauritania","African Region","Males","","4.7247317","0.5355699","14.598075","",
"Obesity, adolescents aged 10–19","","2022","Mauritania","African Region","Females","","10.136504","6.216491","15.010552","",
"Obesity, adolescents aged 10–19","","2022","Mauritius","African Region","Total","","12.171921","8.5961647","16.307782","",
"Obesity, adolescents aged 10–19","","2022","Mauritius","African Region","Males","","13.940544","8.3897687","20.769827","",
"Obesity, adolescents aged 10–19","","2022","Mauritius","African Region","Females","","10.383971","6.1476629","15.44649","",
"Obesity, adolescents aged 10–19","","2022","Mexico","Region of the Americas","Total","","17.442422","15.623213","19.27153","",
"Obesity, adolescents aged 10–19","","2022","Mexico","Region of the Americas","Males","","19.715747","17.09673","22.368833","",
"Obesity, adolescents aged 10–19","","2022","Mexico","Region of the Americas","Females","","15.111233","12.541711","17.737648","",
"Obesity, adolescents aged 10–19","","2022","Micronesia (Federated States of)","Western Pacific Region","Total","","21.271421","11.417424","32.270828","",
"Obesity, adolescents aged 10–19","","2022","Micronesia (Federated States of)","Western Pacific Region","Males","","20.864449","6.9442481","37.445748","",
"Obesity, adolescents aged 10–19","","2022","Micronesia (Federated States of)","Western Pacific Region","Females","","21.689695","9.5004089","35.740894","",
"Obesity, adolescents aged 10–19","","2022","Mongolia","Western Pacific Region","Total","","4.8730116","2.5621617","7.9196677","",
"Obesity, adolescents aged 10–19","","2022","Mongolia","Western Pacific Region","Males","","6.5670811","2.64559","12.13982","",
"Obesity, adolescents aged 10–19","","2022","Mongolia","Western Pacific Region","Females","","3.0948654","1.1172765","6.1824303","",
"Obesity, adolescents aged 10–19","","2022","Montenegro","European Region","Total","","6.4777963","5.1631574","7.9214297","",
"Obesity, adolescents aged 10–19","","2022","Montenegro","European Region","Males","","9.4033569","7.1084812","12.021919","",
"Obesity, adolescents aged 10–19","","2022","Montenegro","European Region","Females","","3.3456009","2.2379899","4.7071166","",
"Obesity, adolescents aged 10–19","","2022","Morocco","Eastern Mediterranean Region","Total","","5.3308368","3.2787535","7.8290351","",
"Obesity, adolescents aged 10–19","","2022","Morocco","Eastern Mediterranean Region","Males","","5.1735319","2.4803733","8.9803338","",
"Obesity, adolescents aged 10–19","","2022","Morocco","Eastern Mediterranean Region","Females","","5.4946911","2.8098609","9.0789147","",
"Obesity, adolescents aged 10–19","","2022","Mozambique","African Region","Total","","1.2771915","0.5078434","2.5497917","",
"Obesity, adolescents aged 10–19","","2022","Mozambique","African Region","Males","","1.0400806","0.18887159","3.0297143","",
"Obesity, adolescents aged 10–19","","2022","Mozambique","African Region","Females","","1.514315","0.46939538","3.2456674","",
"Obesity, adolescents aged 10–19","","2022","Myanmar","South-East Asian Region","Total","","6.1365929","2.2033639","12.286225","",
"Obesity, adolescents aged 10–19","","2022","Myanmar","South-East Asian Region","Males","","8.9934655","1.8995814","20.779836","",
"Obesity, adolescents aged 10–19","","2022","Myanmar","South-East Asian Region","Females","","3.1448588","1.0623353","6.4779513","",
"Obesity, adolescents aged 10–19","","2022","Namibia","African Region","Total","","4.0255532","1.2356423","9.3270369","",
"Obesity, adolescents aged 10–19","","2022","Namibia","African Region","Males","","4.5868218","0.44110683","14.274184","",
"Obesity, adolescents aged 10–19","","2022","Namibia","African Region","Females","","3.4770641","0.87762494","8.3774306","",
"Obesity, adolescents aged 10–19","","2022","Nauru","Western Pacific Region","Total","","36.0311","25.721815","45.880973","",
"Obesity, adolescents aged 10–19","","2022","Nauru","Western Pacific Region","Males","","40.9619","25.488302","55.039382","",
"Obesity, adolescents aged 10–19","","2022","Nauru","Western Pacific Region","Females","","30.617642","18.170939","42.983288","",
"Obesity, adolescents aged 10–19","","2022","Nepal","South-East Asian Region","Total","","1.3958437","0.5616812","2.6244976","",
"Obesity, adolescents aged 10–19","","2022","Nepal","South-East Asian Region","Males","","0.94182314","0.17933259","2.5986919","",
"Obesity, adolescents aged 10–19","","2022","Nepal","South-East Asian Region","Females","","1.8632505","0.59890375","3.9410766","",
"Obesity, adolescents aged 10–19","","2022","Netherlands (Kingdom of the)","European Region","Total","","4.4475667","2.3124924","7.3722467","",
"Obesity, adolescents aged 10–19","","2022","Netherlands (Kingdom of the)","European Region","Males","","4.9758885","1.8272821","9.9818103","",
"Obesity, adolescents aged 10–19","","2022","Netherlands (Kingdom of the)","European Region","Females","","3.8930155","1.5584711","7.5904265","",
"Obesity, adolescents aged 10–19","","2022","New Zealand","Western Pacific Region","Total","","18.144822","15.979178","20.486096","",
"Obesity, adolescents aged 10–19","","2022","New Zealand","Western Pacific Region","Males","","18.085019","15.023051","21.397273","",
"Obesity, adolescents aged 10–19","","2022","New Zealand","Western Pacific Region","Females","","18.207482","15.026495","21.455392","",
"Obesity, adolescents aged 10–19","","2022","Nicaragua","Region of the Americas","Total","","11.500391","4.6548169","20.668687","",
"Obesity, adolescents aged 10–19","","2022","Nicaragua","Region of the Americas","Males","","13.106596","2.4241909","30.56747","",
"Obesity, adolescents aged 10–19","","2022","Nicaragua","Region of the Americas","Females","","9.8505139","3.7459906","18.346237","",
"Obesity, adolescents aged 10–19","","2022","Niger","African Region","Total","","2.8425707","1.0872605","5.5634513","",
"Obesity, adolescents aged 10–19","","2022","Niger","African Region","Males","","4.4758506","1.3097013","9.6675023","",
"Obesity, adolescents aged 10–19","","2022","Niger","African Region","Females","","1.1536093","0.31256117","2.7405718","",
"Obesity, adolescents aged 10–19","","2022","Nigeria","African Region","Total","","2.9849473","1.3477747","5.4871622","",
"Obesity, adolescents aged 10–19","","2022","Nigeria","African Region","Males","","3.1071933","0.79197679","7.4645229","",
"Obesity, adolescents aged 10–19","","2022","Nigeria","African Region","Females","","2.8581977","1.0998867","5.7273965","",
"Obesity, adolescents aged 10–19","","2022","Niue","Western Pacific Region","Total","","40.627789","33.31565","47.679371","",
"Obesity, adolescents aged 10–19","","2022","Niue","Western Pacific Region","Males","","43.24277","32.925427","53.17952","",
"Obesity, adolescents aged 10–19","","2022","Niue","Western Pacific Region","Females","","38.275769","27.812189","47.903049","",
"Obesity, adolescents aged 10–19","","2022","North Macedonia","European Region","Total","","8.8550217","5.5498764","13.012534","",
"Obesity, adolescents aged 10–19","","2022","North Macedonia","European Region","Males","","10.747319","5.8118243","17.536542","",
"Obesity, adolescents aged 10–19","","2022","North Macedonia","European Region","Females","","6.829565","3.2626513","11.852527","",
"Obesity, adolescents aged 10–19","","2022","Norway","European Region","Total","","6.1054163","4.0302679","8.6723484","",
"Obesity, adolescents aged 10–19","","2022","Norway","European Region","Males","","7.4034125","4.1121807","11.742678","",
"Obesity, adolescents aged 10–19","","2022","Norway","European Region","Females","","4.7398217","2.5783602","7.6232977","",
"Obesity, adolescents aged 10–19","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Total","","13.491343","9.6672766","17.766804","",
"Obesity, adolescents aged 10–19","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Males","","16.043572","10.105246","22.81303","",
"Obesity, adolescents aged 10–19","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Females","","10.898677","6.3613258","16.406082","",
"Obesity, adolescents aged 10–19","","2022","Oman","Eastern Mediterranean Region","Total","","18.81462","13.177934","25.048089","",
"Obesity, adolescents aged 10–19","","2022","Oman","Eastern Mediterranean Region","Males","","22.094029","13.339756","31.722742","",
"Obesity, adolescents aged 10–19","","2022","Oman","Eastern Mediterranean Region","Females","","15.407808","8.6575806","23.156801","",
"Obesity, adolescents aged 10–19","","2022","Pakistan","Eastern Mediterranean Region","Total","","7.6901957","5.1716089","10.720621","",
"Obesity, adolescents aged 10–19","","2022","Pakistan","Eastern Mediterranean Region","Males","","9.14049","5.2607942","14.1104","",
"Obesity, adolescents aged 10–19","","2022","Pakistan","Eastern Mediterranean Region","Females","","6.1628632","3.481121","9.8728269","",
"Obesity, adolescents aged 10–19","","2022","Palau","Western Pacific Region","Total","","29.305071","26.7194","31.869164","",
"Obesity, adolescents aged 10–19","","2022","Palau","Western Pacific Region","Males","","32.962075","29.271981","36.691791","",
"Obesity, adolescents aged 10–19","","2022","Palau","Western Pacific Region","Females","","25.435451","21.812038","29.058173","",
"Obesity, adolescents aged 10–19","","2022","Panama","Region of the Americas","Total","","13.317166","10.221276","16.835038","",
"Obesity, adolescents aged 10–19","","2022","Panama","Region of the Americas","Males","","12.104432","7.8226663","17.035058","",
"Obesity, adolescents aged 10–19","","2022","Panama","Region of the Americas","Females","","14.582896","10.021492","19.679321","",
"Obesity, adolescents aged 10–19","","2022","Papua New Guinea","Western Pacific Region","Total","","15.780035","6.4852245","26.309127","",
"Obesity, adolescents aged 10–19","","2022","Papua New Guinea","Western Pacific Region","Males","","18.010999","4.4693891","35.294223","",
"Obesity, adolescents aged 10–19","","2022","Papua New Guinea","Western Pacific Region","Females","","13.339269","3.8282327","27.256608","",
"Obesity, adolescents aged 10–19","","2022","Paraguay","Region of the Americas","Total","","11.587367","7.5926356","16.33389","",
"Obesity, adolescents aged 10–19","","2022","Paraguay","Region of the Americas","Males","","13.050766","7.0709847","20.430245","",
"Obesity, adolescents aged 10–19","","2022","Paraguay","Region of the Americas","Females","","10.059279","5.3850845","16.268452","",
"Obesity, adolescents aged 10–19","","2022","Peru","Region of the Americas","Total","","14.313211","12.648869","16.054462","",
"Obesity, adolescents aged 10–19","","2022","Peru","Region of the Americas","Males","","15.854858","13.41532","18.406267","",
"Obesity, adolescents aged 10–19","","2022","Peru","Region of the Americas","Females","","12.727912","10.47231","15.111212","",
"Obesity, adolescents aged 10–19","","2022","Philippines","Western Pacific Region","Total","","5.0218139","3.4385953","6.9680817","",
"Obesity, adolescents aged 10–19","","2022","Philippines","Western Pacific Region","Males","","6.3296467","3.7561972","9.5658459","",
"Obesity, adolescents aged 10–19","","2022","Philippines","Western Pacific Region","Females","","3.6210846","2.0476213","5.7597004","",
"Obesity, adolescents aged 10–19","","2022","Poland","European Region","Total","","6.057981","4.4724379","7.9207994","",
"Obesity, adolescents aged 10–19","","2022","Poland","European Region","Males","","7.3652051","4.8195634","10.452449","",
"Obesity, adolescents aged 10–19","","2022","Poland","European Region","Females","","4.6912171","3.0577861","6.7839667","",
"Obesity, adolescents aged 10–19","","2022","Portugal","European Region","Total","","6.0791254","4.3117214","8.2361333","",
"Obesity, adolescents aged 10–19","","2022","Portugal","European Region","Males","","7.3854454","4.5988232","10.795787","",
"Obesity, adolescents aged 10–19","","2022","Portugal","European Region","Females","","4.7191933","2.727869","7.272204","",
"Obesity, adolescents aged 10–19","","2022","Puerto Rico","Region of the Americas","Total","","20.217934","10.300416","32.028982","",
"Obesity, adolescents aged 10–19","","2022","Puerto Rico","Region of the Americas","Males","","17.648441","4.3046057","35.747364","",
"Obesity, adolescents aged 10–19","","2022","Puerto Rico","Region of the Americas","Females","","22.898056","9.5472455","38.361838","",
"Obesity, adolescents aged 10–19","","2022","Qatar","Eastern Mediterranean Region","Total","","24.089171","15.078042","33.295399","",
"Obesity, adolescents aged 10–19","","2022","Qatar","Eastern Mediterranean Region","Males","","30.059597","15.328829","44.905695","",
"Obesity, adolescents aged 10–19","","2022","Qatar","Eastern Mediterranean Region","Females","","18.201128","8.4771842","30.192605","",
"Obesity, adolescents aged 10–19","","2022","Republic of Korea","Western Pacific Region","Total","","12.389456","10.601958","14.259739","",
"Obesity, adolescents aged 10–19","","2022","Republic of Korea","Western Pacific Region","Males","","17.933099","14.933635","21.285874","",
"Obesity, adolescents aged 10–19","","2022","Republic of Korea","Western Pacific Region","Females","","6.4725541","4.745749","8.4352911","",
"Obesity, adolescents aged 10–19","","2022","Republic of Moldova","European Region","Total","","3.3455893","1.3851739","6.3917346","",
"Obesity, adolescents aged 10–19","","2022","Republic of Moldova","European Region","Males","","3.3615395","0.72189141","8.4760152","",
"Obesity, adolescents aged 10–19","","2022","Republic of Moldova","European Region","Females","","3.3295467","0.95769893","7.1967438","",
"Obesity, adolescents aged 10–19","","2022","Romania","European Region","Total","","6.8790741","5.3513683","8.5895963","",
"Obesity, adolescents aged 10–19","","2022","Romania","European Region","Males","","8.8287503","6.2789321","11.803628","",
"Obesity, adolescents aged 10–19","","2022","Romania","European Region","Females","","4.8515838","3.2982156","6.7848846","",
"Obesity, adolescents aged 10–19","","2022","Russian Federation","European Region","Total","","3.7937455","2.5340874","5.3981137","",
"Obesity, adolescents aged 10–19","","2022","Russian Federation","European Region","Males","","5.0540887","2.9352993","7.8632317","",
"Obesity, adolescents aged 10–19","","2022","Russian Federation","European Region","Females","","2.4726398","1.3648245","4.0024512","",
"Obesity, adolescents aged 10–19","","2022","Rwanda","African Region","Total","","1.1701402","0.55473382","2.2107359","",
"Obesity, adolescents aged 10–19","","2022","Rwanda","African Region","Males","","0.77722729","0.09022259","2.5288869","",
"Obesity, adolescents aged 10–19","","2022","Rwanda","African Region","Females","","1.5663605","0.7342584","2.832637","",
"Obesity, adolescents aged 10–19","","2022","Saint Kitts and Nevis","Region of the Americas","Total","","21.758908","12.996554","31.472182","",
"Obesity, adolescents aged 10–19","","2022","Saint Kitts and Nevis","Region of the Americas","Males","","22.615668","9.5796145","37.217361","",
"Obesity, adolescents aged 10–19","","2022","Saint Kitts and Nevis","Region of the Americas","Females","","20.929044","9.8760262","33.528879","",
"Obesity, adolescents aged 10–19","","2022","Saint Lucia","Region of the Americas","Total","","17.934029","10.752995","26.298359","",
"Obesity, adolescents aged 10–19","","2022","Saint Lucia","Region of the Americas","Males","","17.703494","7.4700207","30.251455","",
"Obesity, adolescents aged 10–19","","2022","Saint Lucia","Region of the Americas","Females","","18.174531","8.7972857","29.211825","",
"Obesity, adolescents aged 10–19","","2022","Saint Vincent and the Grenadines","Region of the Americas","Total","","17.950234","13.189057","23.090532","",
"Obesity, adolescents aged 10–19","","2022","Saint Vincent and the Grenadines","Region of the Americas","Males","","14.430204","8.3124973","21.783361","",
"Obesity, adolescents aged 10–19","","2022","Saint Vincent and the Grenadines","Region of the Americas","Females","","21.61375","14.686726","29.0162","",
"Obesity, adolescents aged 10–19","","2022","Samoa","Western Pacific Region","Total","","25.467053","15.390071","36.620179","",
"Obesity, adolescents aged 10–19","","2022","Samoa","Western Pacific Region","Males","","23.301132","8.6685233","40.003252","",
"Obesity, adolescents aged 10–19","","2022","Samoa","Western Pacific Region","Females","","27.785933","13.82221","42.836386","",
"Obesity, adolescents aged 10–19","","2022","Sao Tome and Principe","African Region","Total","","3.279116","1.1401284","6.7572236","",
"Obesity, adolescents aged 10–19","","2022","Sao Tome and Principe","African Region","Males","","3.8811494","0.68974798","10.412733","",
"Obesity, adolescents aged 10–19","","2022","Sao Tome and Principe","African Region","Females","","2.6850471","0.63534393","6.5195292","",
"Obesity, adolescents aged 10–19","","2022","Saudi Arabia","Eastern Mediterranean Region","Total","","20.305416","13.266006","27.840486","",
"Obesity, adolescents aged 10–19","","2022","Saudi Arabia","Eastern Mediterranean Region","Males","","23.746146","12.673841","35.852322","",
"Obesity, adolescents aged 10–19","","2022","Saudi Arabia","Eastern Mediterranean Region","Females","","16.730155","8.8884473","26.181215","",
"Obesity, adolescents aged 10–19","","2022","Senegal","African Region","Total","","1.8926369","0.53025326","4.3905433","",
"Obesity, adolescents aged 10–19","","2022","Senegal","African Region","Males","","1.820733","0.17355529","6.0010761","",
"Obesity, adolescents aged 10–19","","2022","Senegal","African Region","Females","","1.9661177","0.40798513","5.1197361","",
"Obesity, adolescents aged 10–19","","2022","Serbia","European Region","Total","","9.3344674","6.8186879","12.124207","",
"Obesity, adolescents aged 10–19","","2022","Serbia","European Region","Males","","12.718609","8.489833","17.493588","",
"Obesity, adolescents aged 10–19","","2022","Serbia","European Region","Females","","5.7245459","3.3830155","8.7032855","",
"Obesity, adolescents aged 10–19","","2022","Seychelles","African Region","Total","","17.898329","15.771325","20.092745","",
"Obesity, adolescents aged 10–19","","2022","Seychelles","African Region","Males","","17.011023","14.20967","20.060931","",
"Obesity, adolescents aged 10–19","","2022","Seychelles","African Region","Females","","18.827322","15.617545","22.172767","",
"Obesity, adolescents aged 10–19","","2022","Sierra Leone","African Region","Total","","2.0318929","1.066104","3.4072269","",
"Obesity, adolescents aged 10–19","","2022","Sierra Leone","African Region","Males","","1.1818825","0.31471259","2.7657533","",
"Obesity, adolescents aged 10–19","","2022","Sierra Leone","African Region","Females","","2.90017","1.2929703","5.2650642","",
"Obesity, adolescents aged 10–19","","2022","Singapore","Western Pacific Region","Total","","14.699368","7.2811216","23.287359","",
"Obesity, adolescents aged 10–19","","2022","Singapore","Western Pacific Region","Males","","20.206219","8.4067777","34.424782","",
"Obesity, adolescents aged 10–19","","2022","Singapore","Western Pacific Region","Females","","8.9313336","2.3717023","18.662222","",
"Obesity, adolescents aged 10–19","","2022","Slovakia","European Region","Total","","7.9693176","5.3938389","11.015595","",
"Obesity, adolescents aged 10–19","","2022","Slovakia","European Region","Males","","9.3606479","5.4202851","14.380269","",
"Obesity, adolescents aged 10–19","","2022","Slovakia","European Region","Females","","6.5149643","3.5777636","10.200103","",
"Obesity, adolescents aged 10–19","","2022","Slovenia","European Region","Total","","9.3668535","8.4195249","10.391772","",
"Obesity, adolescents aged 10–19","","2022","Slovenia","European Region","Males","","11.608148","10.128461","13.14656","",
"Obesity, adolescents aged 10–19","","2022","Slovenia","European Region","Females","","7.0128225","5.8307186","8.341971","",
"Obesity, adolescents aged 10–19","","2022","Solomon Islands","Western Pacific Region","Total","","9.9234335","4.6544399","16.748945","",
"Obesity, adolescents aged 10–19","","2022","Solomon Islands","Western Pacific Region","Males","","12.798423","4.3418545","25.138605","",
"Obesity, adolescents aged 10–19","","2022","Solomon Islands","Western Pacific Region","Females","","6.7985274","2.129058","14.378983","",
"Obesity, adolescents aged 10–19","","2022","Somalia","Eastern Mediterranean Region","Total","","2.786836","0.54601375","7.6807857","",
"Obesity, adolescents aged 10–19","","2022","Somalia","Eastern Mediterranean Region","Males","","2.4700537","0.17136951","9.3178198","",
"Obesity, adolescents aged 10–19","","2022","Somalia","Eastern Mediterranean Region","Females","","3.1117352","0.30961502","10.280118","",
"Obesity, adolescents aged 10–19","","2022","South Africa","African Region","Total","","7.1826473","5.0606187","9.6470438","",
"Obesity, adolescents aged 10–19","","2022","South Africa","African Region","Males","","4.8879508","2.6281161","7.8785419","",
"Obesity, adolescents aged 10–19","","2022","South Africa","African Region","Females","","9.559153","6.0835958","13.805149","",
"Obesity, adolescents aged 10–19","","2022","South Sudan","African Region","Total","","4.6558067","1.2753804","10.524236","",
"Obesity, adolescents aged 10–19","","2022","South Sudan","African Region","Males","","4.1424569","0.42235181","13.254982","",
"Obesity, adolescents aged 10–19","","2022","South Sudan","African Region","Females","","5.1830865","0.92173917","13.44997","",
"Obesity, adolescents aged 10–19","","2022","Spain","European Region","Total","","8.4977582","6.7050993","10.449614","",
"Obesity, adolescents aged 10–19","","2022","Spain","European Region","Males","","9.877754","7.1439818","12.911417","",
"Obesity, adolescents aged 10–19","","2022","Spain","European Region","Females","","7.0276514","4.9191277","9.5999926","",
"Obesity, adolescents aged 10–19","","2022","Sri Lanka","South-East Asian Region","Total","","7.2922193","4.3711226","10.823352","",
"Obesity, adolescents aged 10–19","","2022","Sri Lanka","South-East Asian Region","Males","","6.6773415","2.7805567","12.135416","",
"Obesity, adolescents aged 10–19","","2022","Sri Lanka","South-East Asian Region","Females","","7.9218432","4.0519513","13.133153","",
"Obesity, adolescents aged 10–19","","2022","Sudan","Eastern Mediterranean Region","Total","","5.409329","2.1895412","10.289674","",
"Obesity, adolescents aged 10–19","","2022","Sudan","Eastern Mediterranean Region","Males","","7.150878","1.8289659","15.85215","",
"Obesity, adolescents aged 10–19","","2022","Sudan","Eastern Mediterranean Region","Females","","3.6311705","0.99522853","8.1766963","",
"Obesity, adolescents aged 10–19","","2022","Suriname","Region of the Americas","Total","","16.667771","7.2531551","27.72862","",
"Obesity, adolescents aged 10–19","","2022","Suriname","Region of the Americas","Males","","18.833789","5.5507451","36.025316","",
"Obesity, adolescents aged 10–19","","2022","Suriname","Region of the Americas","Females","","14.43854","3.8179323","29.35597","",
"Obesity, adolescents aged 10–19","","2022","Sweden","European Region","Total","","9.4108962","6.8569705","12.378243","",
"Obesity, adolescents aged 10–19","","2022","Sweden","European Region","Males","","11.724439","7.7932939","16.424587","",
"Obesity, adolescents aged 10–19","","2022","Sweden","European Region","Females","","6.9408566","4.0244866","10.625803","",
"Obesity, adolescents aged 10–19","","2022","Switzerland","European Region","Total","","7.3781237","5.9797205","8.9563593","",
"Obesity, adolescents aged 10–19","","2022","Switzerland","European Region","Males","","7.6094218","6.1449803","9.2572272","",
"Obesity, adolescents aged 10–19","","2022","Switzerland","European Region","Females","","7.1338527","4.8623741","9.8023087","",
"Obesity, adolescents aged 10–19","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Total","","15.615834","6.3241951","27.356714","",
"Obesity, adolescents aged 10–19","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Males","","17.065609","3.8127355","36.28633","",
"Obesity, adolescents aged 10–19","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Females","","14.101037","3.5344861","29.420212","",
"Obesity, adolescents aged 10–19","","2022","Tajikistan","European Region","Total","","1.412857","0.69928304","2.5622616","",
"Obesity, adolescents aged 10–19","","2022","Tajikistan","European Region","Males","","1.2187663","0.29083425","3.0837147","",
"Obesity, adolescents aged 10–19","","2022","Tajikistan","European Region","Females","","1.6175458","0.71477313","3.0584406","",
"Obesity, adolescents aged 10–19","","2022","Thailand","South-East Asian Region","Total","","10.885876","8.971256","12.999481","",
"Obesity, adolescents aged 10–19","","2022","Thailand","South-East Asian Region","Males","","13.664971","10.714465","16.959459","",
"Obesity, adolescents aged 10–19","","2022","Thailand","South-East Asian Region","Females","","7.9453364","5.7207584","10.435583","",
"Obesity, adolescents aged 10–19","","2022","Timor-Leste","South-East Asian Region","Total","","0.76385452","0.2976292","1.5178816","",
"Obesity, adolescents aged 10–19","","2022","Timor-Leste","South-East Asian Region","Males","","0.75738635","0.14946854","2.0219164","",
"Obesity, adolescents aged 10–19","","2022","Timor-Leste","South-East Asian Region","Females","","0.77078762","0.22658012","1.796579","",
"Obesity, adolescents aged 10–19","","2022","Togo","African Region","Total","","2.2743238","0.91368267","4.5710281","",
"Obesity, adolescents aged 10–19","","2022","Togo","African Region","Males","","2.1480132","0.33941939","6.0213339","",
"Obesity, adolescents aged 10–19","","2022","Togo","African Region","Females","","2.4034243","0.80023305","5.1765691","",
"Obesity, adolescents aged 10–19","","2022","Tokelau","Western Pacific Region","Total","","34.520435","23.064558","45.201957","",
"Obesity, adolescents aged 10–19","","2022","Tokelau","Western Pacific Region","Males","","38.659739","21.658419","53.977066","",
"Obesity, adolescents aged 10–19","","2022","Tokelau","Western Pacific Region","Females","","29.73724","15.237421","44.763345","",
"Obesity, adolescents aged 10–19","","2022","Tonga","Western Pacific Region","Total","","34.200358","28.079766","40.087947","",
"Obesity, adolescents aged 10–19","","2022","Tonga","Western Pacific Region","Males","","31.532156","22.970094","40.04021","",
"Obesity, adolescents aged 10–19","","2022","Tonga","Western Pacific Region","Females","","37.026423","28.560582","45.223758","",
"Obesity, adolescents aged 10–19","","2022","Trinidad and Tobago","Region of the Americas","Total","","19.869205","10.93156","29.532537","",
"Obesity, adolescents aged 10–19","","2022","Trinidad and Tobago","Region of the Americas","Males","","23.184982","9.0454049","38.042185","",
"Obesity, adolescents aged 10–19","","2022","Trinidad and Tobago","Region of the Americas","Females","","16.427736","6.5016225","29.097709","",
"Obesity, adolescents aged 10–19","","2022","Tunisia","Eastern Mediterranean Region","Total","","10.666206","4.9301207","18.392147","",
"Obesity, adolescents aged 10–19","","2022","Tunisia","Eastern Mediterranean Region","Males","","10.975752","2.9387552","23.992912","",
"Obesity, adolescents aged 10–19","","2022","Tunisia","Eastern Mediterranean Region","Females","","10.338332","3.4937117","20.624448","",
"Obesity, adolescents aged 10–19","","2022","Türkiye","European Region","Total","","11.023181","7.1996935","15.431754","",
"Obesity, adolescents aged 10–19","","2022","Türkiye","European Region","Males","","10.033802","4.4773828","17.571299","",
"Obesity, adolescents aged 10–19","","2022","Türkiye","European Region","Females","","12.065732","7.5492598","17.543219","",
"Obesity, adolescents aged 10–19","","2022","Turkmenistan","European Region","Total","","2.7342631","1.0767928","5.4210715","",
"Obesity, adolescents aged 10–19","","2022","Turkmenistan","European Region","Males","","3.5912044","0.9580669","8.5485682","",
"Obesity, adolescents aged 10–19","","2022","Turkmenistan","European Region","Females","","1.8334132","0.50108596","4.2593021","",
"Obesity, adolescents aged 10–19","","2022","Tuvalu","Western Pacific Region","Total","","32.045156","22.792484","41.414165","",
"Obesity, adolescents aged 10–19","","2022","Tuvalu","Western Pacific Region","Males","","32.705134","18.758427","46.388978","",
"Obesity, adolescents aged 10–19","","2022","Tuvalu","Western Pacific Region","Females","","31.299356","19.592352","43.543819","",
"Obesity, adolescents aged 10–19","","2022","Uganda","African Region","Total","","3.0554911","1.4353392","5.4676365","",
"Obesity, adolescents aged 10–19","","2022","Uganda","African Region","Males","","4.6252146","1.6126122","9.2977822","",
"Obesity, adolescents aged 10–19","","2022","Uganda","African Region","Females","","1.4834844","0.5249355","3.0858744","",
"Obesity, adolescents aged 10–19","","2022","Ukraine","European Region","Total","","2.6164912","1.7298464","3.7389997","",
"Obesity, adolescents aged 10–19","","2022","Ukraine","European Region","Males","","4.0139627","2.4371786","6.0647871","",
"Obesity, adolescents aged 10–19","","2022","Ukraine","European Region","Females","","1.1110085","0.57998174","1.8683963","",
"Obesity, adolescents aged 10–19","","2022","United Arab Emirates","Eastern Mediterranean Region","Total","","21.569595","16.032554","27.682772","",
"Obesity, adolescents aged 10–19","","2022","United Arab Emirates","Eastern Mediterranean Region","Males","","24.496779","15.854652","33.572969","",
"Obesity, adolescents aged 10–19","","2022","United Arab Emirates","Eastern Mediterranean Region","Females","","18.58961","11.874653","26.34092","",
